address;LP wei;LP ether;BBT;SOY
0xe508638bd785bb23e4b56054a92f26d03ebdac75;52937207945808199;0.052937207945808196;7004.6463205536;4180.480905703161
0x19bbae099b2d6f2e272c3eaadc55491f91fca21f;6091619700294599;0.006091619700294599;806.0425393715756;481.0586132150417
0xbaea184b88a97385ed0c3d04518992d350da29b4;84035054146720568;0.08403505414672056;11119.51037215516;6636.29520525014
0x1f169bb6eb9d669cdb7873757710e48d42267173;221393414361745;0.000221393414361745;29.294755531710916;17.48356170078272
0x9d1546285064587ebb7c677edb816c993117eeea;86672919173;8.6672919173e-8;0.011468552421546215;0.006844608881057754
0x454c91fa18918ae74ec435293cae72efe5544a6a;79244776441402;0.000079244776441402;10.48566128178872;6.258004296885647
0xd4d0ba4c84cad33407e89a50f9b9b6597091e172;99144662163570733;0.09914466216357073;13118.812267876267;7829.509397274848
0x5c300dbc6abf06c622b0a043425e158dea14e795;118265014687962;0.000118265014687962;15.648815495374974;9.339454325242292
0x1c37db8ee00271d0abd6457a19b68770d360ec15;3572541078784;0.000003572541078784;0.47271829576180885;0.28212556619883644
0xb55a65fbd01caf750d7cae76d7c717c0fd16deb8;702744341387841;0.000702744341387841;92.98706441471829;55.496113504328505
