address;LP wei;LP ether;XMS;SOY
0xf970b7abed5dcad0533eca4240220e5e53240cd7;5933551205203884155774;5933.551205203884;5478.216729230289;6744.897179761854
0x19bbae099b2d6f2e272c3eaadc55491f91fca21f;279131461799622668186;279.1314617996227;257.7112071341188;317.29953014038017
0x9b97fb8ad6515fe1ef2ca1a5cad6865f09c50870;60825886257279183810;60.82588625727919;56.1581717492629;69.14313780816872
0x1163af1dd0e2fd3ab4cdda7b94c658727cf26ecb;444382380184260183413;444.38238018426017;410.2809439253738;505.14664139275516
0xbaea184b88a97385ed0c3d04518992d350da29b4;15803527081057058862361;15803.527081057058;14590.781041943646;17964.480553538793
0x446cd251eef5ab06346f21c1151777f07bf37258;2398958700863771071;2.398958700863771;2.2148651344372947;2.7269891530775494
0xb5c9bf9559625b1c3b19835bb5e11b71af7f234f;6643784362711725603;6.643784362711726;6.133947341565978;7.552246683520522
0x9d1546285064587ebb7c677edb816c993117eeea;389790794563430;0.00038979079456343;0.00035987865914169283;0.0004430902742765953
0x07e9cd00e4995a99aa4fcf63750b5aa16a72b604;6270501444000767823;6.270501444000768;5.78930976125407;7.12792155029193
0x1e6cf55f15ac59c44cee85000fab5ff85b9b93d8;5023938186611328995468;5023.938186611329;4638.40645655427;5710.90487538959
0x422d7574f0bf8de8e4802320fae2452420bbfb9e;4610399142212982414;4.610399142212982;4.256601963281158;5.2408190468831215
0x770ff38b15bec404286a922d560c0fbc62a047a9;712112157642822763815;712.1121576428228;657.465419977469;809.4854358965903
0x5c300dbc6abf06c622b0a043425e158dea14e795;7003074862319322025;7.003074862319322;6.46566626629315;7.960666092692072
0x1c37db8ee00271d0abd6457a19b68770d360ec15;243683291756593142;0.24368329175659315;0.22498329236024578;0.27700422402736363
0x7b5421fa6494413e40f9dda52a72d8b7ba9771dc;128386604212211577469;128.38660421221158;118.5343512983534;145.94201932742772
0x18f13b28fd182353716161e1e1883f582b4fcc6d;60183153371804951243;60.18315337180495;55.56476150911137;68.41251847471233
